Tournament,Date,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,y,year,rank_diff,pts_diff,odd_diff,h2h_advantage,last_winner,surface_winrate_adv
Internationaux de Strasbourg,2025-05-24,Outdoor,Clay,The Final,3,Samsonova L.,Rybakina E.,Rybakina E.,19,12,2150,3048,2.75,1.44,1-6 7-6 1-6,0,2025,-7,-898,-1.31,3,0.0,-0.19492753623188408
Morocco Open,2025-05-24,Outdoor,Clay,The Final,3,Joint M.,Cristian J.,Joint M.,78,74,850,858,1.67,2.2,6-3 6-2 ,1,2025,-4,-8,0.5300000000000002,0,,0.04166666666666663
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Kostyuk M.,Bejlek S.,Bejlek S.,25,188,1796,376,1.17,5.0,3-6 1-6 ,0,2025,163,1420,3.83,0,,0.013513513513513487
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Potapova A.,Noskova L.,Potapova A.,37,29,1469,1628,1.73,2.1,5-7 6-1 7-5,1,2025,-8,-159,0.3700000000000001,0,,0.17628205128205127
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Yuan Y.,Paolini J.,Paolini J.,87,4,786,5865,13.0,1.04,1-6 6-4 3-6,0,2025,-83,-5079,-11.96,-2,0.0,-0.36349206349206353
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Danilovic O.,Fernandez L.A.,Danilovic O.,34,27,1508,1735,1.57,2.38,6-3 6-1 ,1,2025,-7,-227,0.8099999999999998,0,,0.10427350427350435
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Vekic D.,Blinkova A.,Vekic D.,19,62,2226,967,1.67,2.2,7-5 6-7 6-1,1,2025,43,1259,0.5300000000000002,-1,0.0,-0.03310104529616725
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Rakotomanga Rajaonah T.,Romero Gormaz L.,Romero Gormaz L.,244,150,302,491,2.5,1.53,6-7 2-6 ,0,2025,-94,-189,-0.97,0,,0.6666666666666666
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Shnaider D.,Sobolieva A.,Shnaider D.,12,256,3108,283,1.06,10.0,7-6 6-2 ,1,2025,244,2825,8.94,0,,0.0
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Stefanini L.,Teichmann J.,Teichmann J.,153,97,483,731,2.3,1.62,4-6 4-6 ,0,2025,-56,-248,-0.6799999999999997,0,,-0.2272727272727273
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Zarazua R.,Jovic I.,Jovic I.,74,129,886,566,2.0,1.8,3-6 7-5 4-6,0,2025,55,320,-0.19999999999999996,0,,-0.2142857142857143
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Aiava D.,Yastremska D.,Yastremska D.,155,48,473,1159,6.5,1.11,5-7 1-6 ,0,2025,-107,-686,-5.39,0,,0.0
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Arango E.,Eala A.,Arango E.,85,73,791,892,2.3,1.62,6-0 2-6 6-3,1,2025,-12,-101,-0.6799999999999997,0,,-0.1333333333333333
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Rakhimova K.,Sabalenka A.,Sabalenka A.,86,1,786,10683,19.0,1.02,1-6 0-6 ,0,2025,-85,-9897,-17.98,-2,0.0,-0.34819347319347316
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Lys E.,Stearns P.,Lys E.,59,33,1015,1536,3.2,1.36,6-0 6-3 ,1,2025,-26,-521,-1.84,0,,-0.22328548644338125
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Siegemund L.,Bondar A.,Bondar A.,107,82,687,804,2.3,1.62,6-7 3-6 ,0,2025,-25,-117,-0.6799999999999997,0,,-0.012179487179487247
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Golubic V.,Kvitova P.,Golubic V.,78,607,817,66,2.2,1.67,3-6 6-0 6-4,1,2025,529,751,-0.5300000000000002,0,,-0.2556390977443609
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Sonmez Z.,Svitolina E.,Svitolina E.,76,14,871,2845,10.0,1.06,1-6 1-6 ,0,2025,-62,-1974,-8.94,0,,-0.55
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Mboko V.,Sun L.,Mboko V.,120,45,594,1207,1.25,4.0,6-1 7-6 ,1,2025,-75,-613,2.75,0,,0.09999999999999998
French Open,2025-05-25,Outdoor,Clay,1st Round,3,Zheng Q.,Pavlyuchenkova A.,Zheng Q.,7,50,4368,1112,1.13,6.0,6-4 6-3 ,1,2025,43,3256,4.87,-1,0.0,0.14589371980676336
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Boulter K.,Monnet C.,Boulter K.,38,231,1456,314,1.4,3.0,6-7 6-1 6-1,1,2025,193,1142,1.6,0,,0.04999999999999999
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Kessler M.,Ruse E.G.,Ruse E.G.,44,80,1249,808,2.3,1.62,5-7 6-7 ,0,2025,36,441,-0.6799999999999997,0,,-0.5666666666666667
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Ostapenko J.,Kudermetova P.,Ostapenko J.,21,58,2140,1017,1.17,5.0,5-7 6-0 6-2,1,2025,37,1123,3.83,0,,0.434065934065934
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Maria T.,Krejcikova B.,Krejcikova B.,79,15,809,2664,4.5,1.2,6-7 3-6 ,0,2025,-64,-1855,-3.3,0,,-0.013289036544850474
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Dolehide C.,Minnen G.,Dolehide C.,67,77,918,823,1.57,2.38,3-6 6-3 6-4,1,2025,10,95,0.8099999999999998,-1,0.0,0.45
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Osorio M.,Rus A.,Rus A.,51,94,1107,751,1.4,3.0,6-4 2-6 4-6,0,2025,43,356,1.6,1,1.0,0.2653771760154739
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Keys M.,Saville D.,Keys M.,8,137,4184,542,1.06,10.0,6-2 6-1 ,1,2025,129,3642,8.94,0,,0.145578231292517
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Siniakova K.,Kasatkina D.,Kasatkina D.,63,17,950,2631,3.0,1.4,1-6 6-3 2-6,0,2025,-46,-1681,-1.6,-1,0.0,-0.1314229249011858
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Townsend T.,Cocciaretto E.,Cocciaretto E.,104,89,692,768,1.8,2.0,3-6 2-6 ,0,2025,-15,-76,0.19999999999999996,0,,-0.08936170212765954
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Alexandrova E.,Bronzetti L.,Alexandrova E.,20,57,2148,1019,1.25,4.0,6-3 6-2 ,1,2025,37,1129,2.75,0,,0.04957264957264956
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Tomljanovic A.,Joint M.,Tomljanovic A.,71,53,904,1083,3.2,1.36,6-1 6-3 ,1,2025,-18,-179,-1.84,0,,-0.2285714285714286
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Linette M.,Tauson C.,Tauson C.,32,22,1581,2098,2.3,1.62,4-6 6-4 1-6,0,2025,-10,-517,-0.6799999999999997,0,,0.05968253968253967
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Collins D.,Burrage J.,Collins D.,54,165,1061,425,1.03,15.0,7-6 6-4 ,1,2025,111,636,13.97,0,,0.20370370370370372
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Garcia C.,Pera B.,Pera B.,144,83,501,796,2.1,1.73,4-6 4-6 ,0,2025,-61,-295,-0.3700000000000001,-1,1.0,0.07539682539682546
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Korpatsch T.,Starodubtseva Y.,Starodubtseva Y.,148,81,493,804,1.67,2.2,6-2 1-6 4-6,0,2025,-67,-311,0.5300000000000002,0,,-0.15217391304347827
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Kudermetova V.,Tomova V.,Kudermetova V.,46,64,1187,937,1.22,4.33,7-5 6-1 ,1,2025,18,250,3.1100000000000003,0,0.0,0.2425101214574899
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Wang Xin.,Raducanu E.,Raducanu E.,43,41,1265,1319,3.5,1.3,5-7 6-4 3-6,0,2025,-2,-54,-2.2,1,1.0,-0.22360248447204967
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Rybakina E.,Riera J.,Rybakina E.,11,202,3548,352,1.05,11.0,6-1 4-6 6-4,1,2025,191,3196,9.95,0,,0.18284993694829765
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Bouzas Maneiro J.,Navarro E.,Bouzas Maneiro J.,68,9,915,3879,4.5,1.2,6-0 6-1 ,1,2025,-59,-2964,-3.3,0,,-0.04684684684684681
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Samsonova L.,Sherif M.,Samsonova L.,18,84,2280,793,1.5,2.63,7-6 6-2 ,1,2025,66,1487,1.13,1,1.0,-0.03481624758220503
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Parry D.,Montgomery R.,Montgomery R.,93,115,753,642,1.33,3.4,2-6 1-6 ,0,2025,22,111,2.07,0,,0.04017857142857145
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Cristian J.,Birrell K.,Cristian J.,60,66,1001,921,1.36,3.2,6-1 6-0 ,1,2025,6,80,1.84,0,,0.40606060606060607
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Osaka N.,Badosa P.,Badosa P.,49,10,1148,3684,1.73,2.1,7-6 1-6 4-6,0,2025,-39,-2536,0.3700000000000001,0,,-0.19260838663823732
French Open,2025-05-26,Outdoor,Clay,1st Round,3,Sramkova R.,Swiatek I.,Swiatek I.,42,5,1318,5838,17.0,1.03,3-6 3-6 ,0,2025,-37,-4520,-15.97,-1,0.0,-0.3969072164948454
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Todoni A.,Pegula J.,Pegula J.,88,3,770,6243,5.0,1.17,2-6 4-6 ,0,2025,-85,-5473,-3.83,0,,-0.410377358490566
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Muchova K.,Parks A.,Parks A.,13,52,2919,1102,1.08,8.0,3-6 6-2 1-6,0,2025,39,1817,6.92,0,,0.30714285714285716
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Bouzkova M.,Kalinskaya A.,Bouzkova M.,47,28,1176,1717,2.2,1.67,6-4 7-5 ,1,2025,-19,-541,-0.5300000000000002,0,0.0,0.04054054054054057
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Volynets K.,Garland J.,Garland J.,65,175,922,395,1.33,3.4,3-6 6-3 4-6,0,2025,110,527,2.07,0,,0.0
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Putintseva Y.,Sierra S.,Putintseva Y.,31,110,1615,676,1.57,2.38,7-6 6-2 ,1,2025,79,939,0.8099999999999998,0,,0.0
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Carle M.,Li A.,Li A.,127,55,567,1029,2.1,1.73,4-6 0-6 ,0,2025,-72,-462,-0.3700000000000001,0,,-0.21848739495798314
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Boisson L.,Mertens E.,Boisson L.,361,24,171,1866,4.33,1.22,6-4 4-6 6-3,1,2025,-337,-1695,-3.1100000000000003,0,,-0.13076923076923075
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Andreeva E.,Kartal S.,Kartal S.,102,56,702,1021,2.1,1.73,0-6 2-6 ,0,2025,-46,-319,-0.3700000000000001,0,,-0.15000000000000002
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Frech M.,Jabeur O.,Frech M.,26,36,1755,1483,3.2,1.36,7-6 6-0 ,1,2025,10,272,-1.84,-2,0.0,-0.35773273273273276
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Jacquemot E.,Sakkari M.,Jacquemot E.,138,90,537,766,4.5,1.2,6-3 7-6 ,1,2025,-48,-229,-3.3,0,,-0.4489510489510489
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Gadecki O.,Gauff C.,Gauff C.,91,2,759,6863,17.0,1.03,2-6 2-6 ,0,2025,-89,-6104,-15.97,0,,-0.7215189873417721
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Valentova T.,Paquet C.,Valentova T.,172,119,403,610,1.36,3.2,4-6 6-3 7-5,1,2025,-53,-207,1.84,0,,0.0
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Kalinina A.,Avanesyan E.,Kalinina A.,113,40,648,1380,3.0,1.4,6-1 6-2 ,1,2025,-73,-732,-1.6,-1,0.0,0.0046511627906976605
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Gracheva V.,Kenin S.,Kenin S.,72,30,895,1618,3.4,1.33,3-6 1-6 ,0,2025,-42,-723,-2.07,0,,-0.1841025641025641
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Azarenka V.,Wickmayer Y.,Azarenka V.,75,1140,884,11,1.04,13.0,6-0 6-0 ,1,2025,1065,873,11.96,0,,-0.13095238095238093
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Selekhmeteva O.,Vondrousova M.,Vondrousova M.,147,96,494,743,3.0,1.4,4-6 4-6 ,0,2025,-51,-249,-1.6,0,,-0.18974358974358974
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Hibino N.,Uchijima M.,Hibino N.,196,61,366,1000,3.4,1.33,6-1 7-5 ,1,2025,-135,-634,-2.07,0,,-0.3563636363636363
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Haddad Maia B.,Baptiste H.,Baptiste H.,23,70,2091,906,1.73,2.1,6-4 3-6 1-6,0,2025,47,1185,0.3700000000000001,0,,0.05555555555555558
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Andreeva M.,Bucsa C.,Andreeva M.,6,98,4986,720,1.05,11.0,6-4 6-3 ,1,2025,92,4266,9.95,0,,0.3963963963963964
French Open,2025-05-27,Outdoor,Clay,1st Round,3,Lamens S.,Krueger A.,Krueger A.,69,35,908,1489,2.5,1.53,3-6 4-6 ,0,2025,-34,-581,-0.97,-1,0.0,0.07142857142857145
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Cristian J.,Bejlek S.,Cristian J.,60,188,1001,376,1.67,2.2,1-6 6-3 6-3,1,2025,128,625,0.5300000000000002,0,,0.04621848739495804
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Romero Gormaz L.,Samsonova L.,Samsonova L.,150,18,491,2280,5.0,1.17,3-6 3-6 ,0,2025,-132,-1789,-3.83,0,,-0.02083333333333337
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Ostapenko J.,Dolehide C.,Ostapenko J.,21,67,2140,918,1.29,3.75,5-7 6-3 6-3,1,2025,46,1222,2.46,0,,0.10871518418688231
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Collins D.,Danilovic O.,Danilovic O.,54,34,1061,1508,1.67,2.2,4-6 6-3 4-6,0,2025,-20,-447,0.5300000000000002,0,0.0,0.0840909090909091
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Yastremska D.,Shnaider D.,Yastremska D.,48,12,1159,3108,2.75,1.44,7-5 7-5 ,1,2025,-36,-1949,-1.31,-1,0.0,-0.2077922077922078
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Jovic I.,Rybakina E.,Rybakina E.,129,11,566,3548,8.0,1.08,3-6 3-6 ,0,2025,-118,-2982,-6.92,-1,0.0,-0.05913978494623662
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Teichmann J.,Sabalenka A.,Sabalenka A.,97,1,731,10683,21.0,1.02,3-6 1-6 ,0,2025,-96,-9952,-19.98,-1,0.0,-0.2748889469558401
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Swiatek I.,Raducanu E.,Swiatek I.,5,41,5838,1319,1.1,7.0,6-1 6-2 ,1,2025,36,4519,5.9,4,1.0,0.30705009276437845
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Tomljanovic A.,Paolini J.,Paolini J.,71,4,904,5865,8.0,1.08,3-6 3-6 ,0,2025,-67,-4961,-6.92,0,,-0.09154929577464788
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Starodubtseva Y.,Potapova A.,Starodubtseva Y.,81,37,804,1469,3.75,1.29,7-6 6-2 ,1,2025,-44,-665,-2.46,0,,-0.07008086253369272
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Vekic D.,Pera B.,Pera B.,19,83,2226,796,1.62,2.3,2-6 6-4 6-7,0,2025,64,1430,0.6799999999999997,-2,0.0,-0.16454930429522086
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Svitolina E.,Bondar A.,Svitolina E.,14,82,2845,804,1.11,6.5,7-6 7-5 ,1,2025,68,2041,5.39,0,,0.18472610955617752
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Rus A.,Tauson C.,Tauson C.,94,22,751,2098,5.0,1.17,6-7 5-7 ,0,2025,-72,-1347,-3.83,0,,-0.0625
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Mboko V.,Lys E.,Mboko V.,120,59,594,1015,1.53,2.5,6-4 6-4 ,1,2025,-61,-421,0.97,0,,0.16666666666666663
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Golubic V.,Anisimova A.,Anisimova A.,78,16,817,2634,5.5,1.14,0-6 2-6 ,0,2025,-62,-1817,-4.36,-1,0.0,-0.19545454545454544
French Open,2025-05-28,Outdoor,Clay,2nd Round,3,Zheng Q.,Arango E.,Zheng Q.,7,85,4368,791,1.03,15.0,6-2 6-3 ,1,2025,78,3577,13.97,0,,0.44466403162055335
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Jeanjean L.,Kasatkina D.,Kasatkina D.,100,17,712,2631,4.33,1.22,4-6 2-6 ,0,2025,-83,-1919,-3.1100000000000003,0,,-0.14761904761904765
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Kenin S.,Azarenka V.,Kenin S.,30,75,1618,884,1.44,2.75,7-6 6-4 ,1,2025,45,734,1.31,-2,0.0,-0.052906976744186096
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Parks A.,Jacquemot E.,Jacquemot E.,52,138,1102,537,2.5,1.53,2-6 7-6 1-6,0,2025,86,565,-0.97,0,,0.13095238095238093
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Boisson L.,Kalinina A.,Boisson L.,361,113,171,648,1.8,2.0,6-1 6-2 ,1,2025,-248,-477,0.19999999999999996,0,,0.05303030303030298
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Boulter K.,Keys M.,Keys M.,38,8,1456,4184,5.5,1.14,1-6 3-6 ,0,2025,-30,-2728,-4.36,0,,-0.2866666666666667
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Badosa P.,Ruse E.G.,Badosa P.,10,80,3684,808,1.25,4.0,3-6 6-4 6-4,1,2025,70,2876,2.75,0,1.0,0.13994307400379502
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Valentova T.,Gauff C.,Gauff C.,172,2,403,6863,13.0,1.04,2-6 4-6 ,0,2025,-170,-6460,-11.96,0,,0.275
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Kudermetova V.,Krejcikova B.,Kudermetova V.,46,15,1187,2664,1.5,2.63,6-0 6-3 ,1,2025,-31,-1477,1.13,2,0.0,0.009513742071881603
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Bouzas Maneiro J.,Montgomery R.,Bouzas Maneiro J.,68,115,915,642,1.4,3.0,6-4 4-6 7-5,1,2025,47,273,1.6,0,,0.0
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Cocciaretto E.,Alexandrova E.,Alexandrova E.,89,20,768,2148,4.5,1.2,1-6 3-6 ,0,2025,-69,-1380,-3.3,0,,-0.045454545454545414
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Baptiste H.,Hibino N.,Baptiste H.,70,196,906,366,1.2,4.5,6-3 6-2 ,1,2025,126,540,3.3,0,,0.21404682274247488
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Li A.,Pegula J.,Pegula J.,55,3,1029,6243,4.33,1.22,3-6 6-7 ,0,2025,-52,-5214,-3.1100000000000003,0,,-0.06666666666666665
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Bouzkova M.,Kartal S.,Bouzkova M.,47,56,1176,1021,1.44,2.75,6-1 6-4 ,1,2025,9,155,1.31,0,,0.052631578947368474
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Frech M.,Vondrousova M.,Vondrousova M.,26,96,1755,743,2.75,1.44,0-6 6-4 3-6,0,2025,70,1012,-1.31,-2,0.0,-0.20526315789473681
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Andreeva M.,Krueger A.,Andreeva M.,6,35,4986,1489,1.11,6.5,6-3 6-4 ,1,2025,29,3497,5.39,-1,0.0,0.2701754385964912
French Open,2025-05-29,Outdoor,Clay,2nd Round,3,Garland J.,Putintseva Y.,Putintseva Y.,175,31,395,1615,3.2,1.36,6-7 3-6 ,0,2025,-144,-1220,-1.84,0,,0.4305555555555556
French Open,2025-05-30,Outdoor,Clay,3rd Round,3,Ostapenko J.,Rybakina E.,Rybakina E.,21,11,2140,3548,2.75,1.44,2-6 2-6 ,0,2025,-10,-1408,-1.31,-2,0.0,-0.13756613756613756
French Open,2025-05-30,Outdoor,Clay,3rd Round,3,Pera B.,Svitolina E.,Svitolina E.,83,14,796,2845,6.5,1.11,6-7 6-7 ,0,2025,-69,-2049,-5.39,0,,-0.17408231368186877
French Open,2025-05-30,Outdoor,Clay,3rd Round,3,Paolini J.,Starodubtseva Y.,Paolini J.,4,81,5865,804,1.07,9.0,6-4 6-1 ,1,2025,77,5061,7.93,0,,-0.02777777777777779
French Open,2025-05-30,Outdoor,Clay,3rd Round,3,Swiatek I.,Cristian J.,Swiatek I.,5,60,5838,1001,1.03,17.0,6-2 7-5 ,1,2025,55,4837,15.97,0,,0.27041847041847045
French Open,2025-05-30,Outdoor,Clay,3rd Round,3,Tauson C.,Anisimova A.,Anisimova A.,22,16,2098,2634,2.38,1.57,6-7 4-6 ,0,2025,-6,-536,-0.8099999999999998,0,,-0.03703703703703709
French Open,2025-05-30,Outdoor,Clay,3rd Round,3,Sabalenka A.,Danilovic O.,Sabalenka A.,1,34,10683,1508,1.08,8.0,6-2 6-3 ,1,2025,33,9175,6.92,0,,0.15474254742547422
French Open,2025-05-30,Outdoor,Clay,3rd Round,3,Yastremska D.,Samsonova L.,Samsonova L.,48,18,1159,2280,2.3,1.62,2-6 3-6 ,0,2025,-30,-1121,-0.6799999999999997,0,,-0.0861678004535148
French Open,2025-05-30,Outdoor,Clay,3rd Round,3,Zheng Q.,Mboko V.,Zheng Q.,7,120,4368,594,1.2,4.5,6-3 6-4 ,1,2025,113,3774,3.3,0,,-0.02659574468085102
French Open,2025-05-31,Outdoor,Clay,3rd Round,3,Keys M.,Kenin S.,Keys M.,8,30,4184,1618,1.4,3.0,4-6 6-3 7-5,1,2025,22,2566,1.6,1,1.0,0.042085126733620304
French Open,2025-05-31,Outdoor,Clay,3rd Round,3,Bouzas Maneiro J.,Baptiste H.,Baptiste H.,68,70,915,906,1.91,1.91,6-7 1-6 ,0,2025,2,9,0.0,0,,-0.01225490196078427
French Open,2025-05-31,Outdoor,Clay,3rd Round,3,Alexandrova E.,Kudermetova V.,Alexandrova E.,20,46,2148,1187,1.44,2.75,6-2 6-2 ,1,2025,26,961,1.31,2,0.0,-0.04477611940298498
French Open,2025-05-31,Outdoor,Clay,3rd Round,3,Bouzkova M.,Gauff C.,Gauff C.,47,2,1176,6863,7.0,1.1,1-6 6-7 ,0,2025,-45,-5687,-5.9,1,1.0,-0.16429249762583098
French Open,2025-05-31,Outdoor,Clay,3rd Round,3,Pegula J.,Vondrousova M.,Pegula J.,3,96,6243,743,1.44,2.75,3-6 6-4 6-2,1,2025,93,5500,1.31,-1,0.0,0.06297117516629713
French Open,2025-05-31,Outdoor,Clay,3rd Round,3,Badosa P.,Kasatkina D.,Kasatkina D.,10,17,3684,2631,1.5,2.63,1-6 5-7 ,0,2025,7,1053,1.13,1,1.0,0.10491937130026541
French Open,2025-05-31,Outdoor,Clay,3rd Round,3,Andreeva M.,Putintseva Y.,Andreeva M.,6,31,4986,1615,1.13,6.0,6-3 6-1 ,1,2025,25,3371,4.87,0,,0.168247277836319
French Open,2025-05-31,Outdoor,Clay,3rd Round,3,Jacquemot E.,Boisson L.,Boisson L.,138,361,537,171,2.75,1.44,3-6 6-0 5-7,0,2025,223,366,-1.31,0,,-0.4423076923076923
French Open,2025-06-01,Outdoor,Clay,4th Round,3,Svitolina E.,Paolini J.,Svitolina E.,14,4,2845,5865,2.1,1.73,4-6 7-6 6-1,1,2025,-10,-3020,-0.3700000000000001,1,1.0,0.1274190041313329
French Open,2025-06-01,Outdoor,Clay,4th Round,3,Samsonova L.,Zheng Q.,Zheng Q.,18,7,2280,4368,3.5,1.3,6-7 6-1 3-6,0,2025,-11,-2088,-2.2,1,1.0,-0.1891666666666666
French Open,2025-06-01,Outdoor,Clay,4th Round,3,Swiatek I.,Rybakina E.,Swiatek I.,5,11,5838,3548,1.44,2.75,1-6 6-3 7-5,1,2025,6,2290,1.31,0,1.0,0.16562500000000002
French Open,2025-06-01,Outdoor,Clay,4th Round,3,Anisimova A.,Sabalenka A.,Sabalenka A.,16,1,2634,10683,4.5,1.2,5-7 3-6 ,0,2025,-15,-8049,-3.3,1,1.0,-0.2259913999044434
French Open,2025-06-02,Outdoor,Clay,4th Round,3,Gauff C.,Alexandrova E.,Gauff C.,2,20,6863,2148,1.3,3.5,6-0 7-5 ,1,2025,18,4715,2.2,2,1.0,0.172883787661406
French Open,2025-06-02,Outdoor,Clay,4th Round,3,Kasatkina D.,Andreeva M.,Andreeva M.,17,6,2631,4986,4.5,1.2,3-6 5-7 ,0,2025,-11,-2355,-3.3,1,1.0,-0.125
French Open,2025-06-02,Outdoor,Clay,4th Round,3,Boisson L.,Pegula J.,Boisson L.,361,3,171,6243,5.0,1.17,3-6 6-4 6-4,1,2025,-358,-6072,-3.83,0,,0.12142857142857144
French Open,2025-06-02,Outdoor,Clay,4th Round,3,Baptiste H.,Keys M.,Keys M.,70,8,906,4184,4.33,1.22,3-6 5-7 ,0,2025,-62,-3278,-3.1100000000000003,-2,0.0,-0.07461538461538453
French Open,2025-06-03,Outdoor,Clay,Quarterfinals,3,Sabalenka A.,Zheng Q.,Sabalenka A.,1,7,10683,4368,1.33,3.4,7-6 6-3 ,1,2025,6,6315,2.07,5,0.0,0.05878438331854474
French Open,2025-06-03,Outdoor,Clay,Quarterfinals,3,Svitolina E.,Swiatek I.,Swiatek I.,14,5,2845,5838,4.0,1.25,1-6 5-7 ,0,2025,-9,-2993,-2.75,-2,0.0,-0.166615099009901
French Open,2025-06-04,Outdoor,Clay,Quarterfinals,3,Andreeva M.,Boisson L.,Boisson L.,6,361,4986,171,1.11,6.5,6-7 3-6 ,0,2025,355,4815,5.39,0,,-0.07723577235772361
French Open,2025-06-04,Outdoor,Clay,Quarterfinals,3,Gauff C.,Keys M.,Gauff C.,2,8,6863,4184,1.44,2.75,6-7 6-4 6-1,1,2025,6,2679,1.31,-1,0.0,0.0934303250738805
French Open,2025-06-05,Outdoor,Clay,Semifinals,3,Sabalenka A.,Swiatek I.,Sabalenka A.,1,5,10683,5838,1.73,2.1,7-6 4-6 6-0,1,2025,4,4845,0.3700000000000001,-4,1.0,-0.10626185958254275
French Open,2025-06-05,Outdoor,Clay,Semifinals,3,Boisson L.,Gauff C.,Gauff C.,361,2,171,6863,5.0,1.17,1-6 2-6 ,0,2025,-359,-6692,-3.83,0,,0.11904761904761896
