Tournament,Date,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score,y,year,rank_diff,pts_diff,odd_diff,h2h_advantage,last_winner,surface_winrate_adv
Prague Open,2021-07-13,Outdoor,Hard,1st Round,3,Sanders S.,Bouzkova M.,Sanders S.,141,57,568,1420,2.75,1.44,3-6 6-4 6-2,1,2021,-84,-852,-1.31,0,,-0.014778325123152691
Prague Open,2021-07-13,Outdoor,Hard,1st Round,3,Burrage J.,Siniakova K.,Siniakova K.,266,63,256,1295,6.5,1.11,0-6 4-6 ,0,2021,-203,-1039,-5.39,0,,-0.14285714285714285
Prague Open,2021-07-13,Outdoor,Hard,1st Round,3,Parrizas Diaz N.,Radwanska U.,Parrizas Diaz N.,117,218,710,323,1.4,3.0,2-6 6-3 6-1,1,2021,101,387,1.6,0,,0.0
Prague Open,2021-07-13,Outdoor,Hard,1st Round,3,Murray S.,Martincova T.,Martincova T.,243,78,284,1057,9.0,1.07,1-6 4-6 ,0,2021,-165,-773,-7.93,0,,0.0
Budapest Open,2021-07-13,Outdoor,Clay,1st Round,3,Galfi D.,Bolsova A.,Galfi D.,176,151,419,524,2.2,1.66,7-6 6-3 ,1,2021,-25,-105,-0.5400000000000003,0,,0.0
Budapest Open,2021-07-13,Outdoor,Clay,1st Round,3,Korpatsch T.,Danilovic O.,Danilovic O.,137,164,588,464,2.2,1.66,2-6 2-6 ,0,2021,27,124,-0.5400000000000003,0,,0.25
Budapest Open,2021-07-13,Outdoor,Clay,1st Round,3,Udvardy P.,Sherif M.,Udvardy P.,204,114,347,712,2.2,1.66,6-3 6-1 ,1,2021,-90,-365,-0.5400000000000003,0,,0.0
Budapest Open,2021-07-13,Outdoor,Clay,1st Round,3,Kalinskaya A.,Kalinina A.,Kalinina A.,110,95,748,858,3.4,1.33,4-6 6-7 ,0,2021,-15,-110,-2.07,0,,-0.3
Budapest Open,2021-07-13,Outdoor,Clay,1st Round,3,Collins D.,Di Giuseppe M.,Collins D.,49,212,1529,335,1.1,7.0,6-2 6-1 ,1,2021,163,1194,5.9,0,,0.19999999999999996
Budapest Open,2021-07-13,Outdoor,Clay,1st Round,3,Cocciaretto E.,Jani R.L.,Jani R.L.,112,186,745,394,1.57,2.37,4-6 5-7 ,0,2021,74,351,0.8,0,,-0.3333333333333333
Budapest Open,2021-07-13,Outdoor,Clay,1st Round,3,Bogdan A.,Lepchenko V.,Bogdan A.,98,155,850,505,1.61,2.3,6-4 7-5 ,1,2021,57,345,0.6899999999999997,0,,0.16666666666666669
Budapest Open,2021-07-13,Outdoor,Clay,1st Round,3,Cristian J.,Jorovic I.,Jorovic I.,153,334,509,177,1.61,2.3,7-5 6-7 6-7,0,2021,181,332,0.6899999999999997,0,,0.0
Budapest Open,2021-07-13,Outdoor,Clay,1st Round,3,Grabher J.,Pera B.,Pera B.,201,74,354,1140,4.33,1.22,7-5 1-6 2-6,0,2021,-127,-786,-3.1100000000000003,0,,0.0
Budapest Open,2021-07-14,Outdoor,Clay,2nd Round,3,Ormaechea P.,Jorovic I.,Ormaechea P.,255,334,270,177,1.72,2.1,6-1 7-6 ,1,2021,79,93,0.3800000000000001,0,,0.16666666666666669
Budapest Open,2021-07-14,Outdoor,Clay,2nd Round,3,Bara I.,Danilovic O.,Danilovic O.,119,164,701,464,2.1,1.72,4-6 3-6 ,0,2021,45,237,-0.3800000000000001,0,,0.0
Budapest Open,2021-07-14,Outdoor,Clay,2nd Round,3,Kozlova K.,Bogdan A.,Kozlova K.,154,98,507,850,2.75,1.44,4-6 6-4 6-2,1,2021,-56,-343,-1.31,0,,-0.3454545454545454
Budapest Open,2021-07-14,Outdoor,Clay,2nd Round,3,Konjuh A.,Putintseva Y.,Putintseva Y.,120,42,696,1640,1.72,2.1,4-6 3-6 ,0,2021,-78,-944,0.3800000000000001,1,1.0,0.19786096256684493
Prague Open,2021-07-14,Outdoor,Hard,2nd Round,3,Stojanovic N.,Min G.,Min G.,90,181,928,402,1.2,4.5,6-3 1-6 4-6,0,2021,91,526,3.3,0,,-0.5625
Prague Open,2021-07-14,Outdoor,Hard,2nd Round,3,Sramkova R.,Kuzmova V.,Kuzmova V.,226,156,315,504,1.57,2.37,4-6 5-7 ,0,2021,-70,-189,0.8,0,,0.625
Prague Open,2021-07-14,Outdoor,Hard,2nd Round,3,Martincova T.,Muhammad A.,Martincova T.,78,189,1057,389,1.28,3.75,6-3 6-4 ,1,2021,111,668,2.4699999999999998,0,,0.0714285714285714
Ladies Open Lausanne,2021-07-14,Outdoor,Clay,1st Round,3,Garcia C.,Dulgheru A.,Garcia C.,76,372,1070,145,1.44,2.75,6-2 6-2 ,1,2021,296,925,1.31,0,,0.0
Ladies Open Lausanne,2021-07-14,Outdoor,Clay,1st Round,3,Rus A.,Rakhimova K.,Rakhimova K.,85,132,961,613,1.5,2.62,6-7 7-5 5-7,0,2021,47,348,1.12,0,,-0.06666666666666671
Ladies Open Lausanne,2021-07-14,Outdoor,Clay,1st Round,3,Sharma A.,Pliskova Kr.,Sharma A.,128,99,656,835,2.0,1.8,2-6 7-6 6-1,1,2021,-29,-179,-0.19999999999999996,-1,0.0,0.2517482517482517
Ladies Open Lausanne,2021-07-14,Outdoor,Clay,1st Round,3,Di Lorenzo F.,Voegele S.,Voegele S.,161,130,487,634,2.5,1.53,6-3 2-6 2-6,0,2021,-31,-147,-0.97,0,,0.0
Ladies Open Lausanne,2021-07-14,Outdoor,Clay,1st Round,3,Minella M.,Gracheva V.,Minella M.,242,89,284,928,3.4,1.33,6-3 6-2 ,1,2021,-153,-644,-2.07,0,,-0.25
Ladies Open Lausanne,2021-07-14,Outdoor,Clay,1st Round,3,Grammatikopoulou V.,Paolini J.,Paolini J.,273,87,248,938,6.0,1.12,3-6 6-4 5-7,0,2021,-186,-690,-4.88,0,,0.0
Ladies Open Lausanne,2021-07-15,Outdoor,Clay,2nd Round,3,Zidansek T.,Minella M.,Zidansek T.,50,242,1520,284,1.14,5.5,6-2 7-5 ,1,2021,192,1236,4.36,0,,0.125
Prague Open,2021-07-15,Outdoor,Hard,2nd Round,3,Liang E.S.,Wang Xin.,Wang Xin.,284,147,239,545,2.75,1.44,6-3 5-7 1-6,0,2021,-137,-306,-1.31,1,1.0,0.07142857142857145
Prague Open,2021-07-15,Outdoor,Hard,2nd Round,3,Sanders S.,Parrizas Diaz N.,Sanders S.,141,117,568,710,1.9,1.9,4-6 6-3 6-1,1,2021,-24,-142,0.0,0,,-0.375
Prague Open,2021-07-15,Outdoor,Hard,2nd Round,3,Smitkova T.,Siniakova K.,Siniakova K.,478,63,97,1295,4.5,1.2,6-2 6-7 3-6,0,2021,-415,-1198,-3.3,0,,0.8
Prague Open,2021-07-15,Outdoor,Hard,2nd Round,3,Minnen G.,Gasanova A.,Minnen G.,122,171,685,437,1.25,4.0,6-3 7-6 ,1,2021,49,248,2.75,0,,-0.3142857142857143
Budapest Open,2021-07-15,Outdoor,Clay,2nd Round,3,Collins D.,Jani R.L.,Collins D.,49,186,1529,394,1.2,4.5,7-5 6-0 ,1,2021,137,1135,3.3,0,,-0.022727272727272707
Budapest Open,2021-07-15,Outdoor,Clay,2nd Round,3,Pera B.,Kalinina A.,Kalinina A.,74,95,1140,858,2.0,1.8,5-7 3-6 ,0,2021,21,282,-0.19999999999999996,0,,-0.3333333333333333
Prague Open,2021-07-15,Outdoor,Hard,2nd Round,3,Krejcikova B.,Bonaventure Y.,Krejcikova B.,13,127,3893,661,1.08,8.0,7-6 6-4 ,1,2021,114,3232,6.92,0,,0.29166666666666663
Budapest Open,2021-07-15,Outdoor,Clay,2nd Round,3,Galfi D.,Schmiedlova A.,Galfi D.,176,126,419,667,2.37,1.57,6-2 7-5 ,1,2021,-50,-248,-0.8,0,,0.5454545454545454
Ladies Open Lausanne,2021-07-15,Outdoor,Clay,2nd Round,3,Paolini J.,Vikhlyantseva N.,Vikhlyantseva N.,87,175,938,423,1.28,3.75,1-6 3-6 ,0,2021,88,515,2.4699999999999998,0,,0.10416666666666669
Ladies Open Lausanne,2021-07-15,Outdoor,Clay,1st Round,3,Teichmann J.,Zanevska M.,Zanevska M.,56,193,1440,368,1.44,2.75,3-6 6-2 2-6,0,2021,137,1072,1.31,0,,-0.09999999999999998
Ladies Open Lausanne,2021-07-15,Outdoor,Clay,2nd Round,3,Bronzetti L.,Blinkova A.,Bronzetti L.,241,82,285,985,2.2,1.66,6-1 6-2 ,1,2021,-159,-700,-0.5400000000000003,0,,0.5555555555555556
Budapest Open,2021-07-15,Outdoor,Clay,2nd Round,3,Sasnovich A.,Udvardy P.,Udvardy P.,86,204,938,347,1.57,2.37,6-7 2-6 ,0,2021,118,591,0.8,0,,-0.3846153846153846
Prague Open,2021-07-16,Outdoor,Hard,Quarterfinals,3,Min G.,Wang Xin.,Wang Xin.,181,147,402,545,2.75,1.44,3-6 3-6 ,0,2021,-34,-143,-1.31,0,,0.5
Prague Open,2021-07-16,Outdoor,Hard,Quarterfinals,3,Minnen G.,Sanders S.,Minnen G.,122,141,685,568,2.0,1.8,6-2 6-1 ,1,2021,19,117,-0.19999999999999996,0,,-0.22916666666666663
Prague Open,2021-07-16,Outdoor,Hard,Quarterfinals,3,Kuzmova V.,Martincova T.,Martincova T.,156,78,504,1057,3.4,1.33,2-6 2-6 ,0,2021,-78,-553,-2.07,1,1.0,-0.18823529411764706
Ladies Open Lausanne,2021-07-16,Outdoor,Clay,Quarterfinals,3,Vikhlyantseva N.,Zanevska M.,Zanevska M.,175,193,423,368,2.5,1.53,5-7 4-6 ,0,2021,18,55,-0.97,0,,-0.16666666666666663
Ladies Open Lausanne,2021-07-16,Outdoor,Clay,Quarterfinals,3,Burel C.,Ferro F.,Burel C.,125,52,671,1468,2.37,1.57,7-5 6-2 ,1,2021,-73,-797,-0.8,-1,0.0,-0.24444444444444446
Ladies Open Lausanne,2021-07-16,Outdoor,Clay,Quarterfinals,3,Diyas Z.,Garcia C.,Garcia C.,102,76,816,1070,2.62,1.5,5-7 2-6 ,0,2021,-26,-254,-1.12,-1,0.0,-0.19191919191919193
Ladies Open Lausanne,2021-07-16,Outdoor,Clay,Quarterfinals,3,Zidansek T.,Bronzetti L.,Zidansek T.,50,241,1520,285,1.2,4.5,6-4 4-6 6-3,1,2021,191,1235,3.3,0,,-0.36
Ladies Open Lausanne,2021-07-16,Outdoor,Clay,2nd Round,3,Voegele S.,Zanevska M.,Zanevska M.,130,193,634,368,2.41,1.63,5-7 3-6 ,0,2021,63,266,-0.7800000000000002,0,,-0.4166666666666667
Ladies Open Lausanne,2021-07-16,Outdoor,Clay,2nd Round,3,Burel C.,Rakhimova K.,Burel C.,125,132,671,613,1.44,2.75,1-6 6-3 6-3,1,2021,7,58,1.31,0,,0.09999999999999998
Ladies Open Lausanne,2021-07-16,Outdoor,Clay,2nd Round,3,Sharma A.,Garcia C.,Garcia C.,128,76,656,1070,2.37,1.57,6-7 6-3 3-6,0,2021,-52,-414,-0.8,0,,0.08771929824561397
Ladies Open Lausanne,2021-07-16,Outdoor,Clay,2nd Round,3,Diyas Z.,Giorgi C.,Diyas Z.,102,61,816,1350,3.4,1.33,6-4 6-4 ,1,2021,-41,-534,-2.07,0,,-0.20512820512820512
Ladies Open Lausanne,2021-07-16,Outdoor,Clay,2nd Round,3,Parks A.,Ferro F.,Ferro F.,257,52,268,1468,5.5,1.14,4-6 6-1 0-6,0,2021,-205,-1200,-4.36,0,,-0.08333333333333337
Budapest Open,2021-07-16,Outdoor,Clay,Quarterfinals,3,Putintseva Y.,Kozlova K.,Putintseva Y.,42,154,1640,507,1.5,2.62,6-7 6-0 7-5,1,2021,112,1133,1.12,0,,0.22222222222222227
Budapest Open,2021-07-16,Outdoor,Clay,Quarterfinals,3,Danilovic O.,Galfi D.,Galfi D.,164,176,464,419,1.8,2.0,4-6 2-6 ,0,2021,12,45,0.19999999999999996,0,,-0.5
Budapest Open,2021-07-16,Outdoor,Clay,Quarterfinals,3,Kalinina A.,Udvardy P.,Kalinina A.,95,204,858,347,1.33,3.4,6-4 6-4 ,1,2021,109,511,2.07,0,,-0.25
Budapest Open,2021-07-16,Outdoor,Clay,Quarterfinals,3,Ormaechea P.,Collins D.,Collins D.,255,49,270,1529,5.0,1.16,1-6 4-6 ,0,2021,-206,-1259,-3.84,0,,-0.08333333333333337
Prague Open,2021-07-16,Outdoor,Hard,Quarterfinals,3,Krejcikova B.,Siniakova K.,Krejcikova B.,13,63,3893,1295,1.44,2.75,6-3 6-0 ,1,2021,50,2598,1.31,0,,0.4342105263157895
Prague Open,2021-07-17,Outdoor,Hard,Semifinals,3,Minnen G.,Martincova T.,Martincova T.,122,78,685,1057,2.3,1.61,3-6 4-6 ,0,2021,-44,-372,-0.6899999999999997,-1,0.0,-0.15441176470588236
Prague Open,2021-07-17,Outdoor,Hard,Semifinals,3,Krejcikova B.,Wang Xin.,Krejcikova B.,13,147,3893,545,1.12,6.0,6-1 6-2 ,1,2021,134,3348,4.88,0,,0.14444444444444438
Budapest Open,2021-07-17,Outdoor,Clay,Semifinals,3,Putintseva Y.,Galfi D.,Putintseva Y.,42,176,1640,419,1.5,2.62,6-2 3-6 6-2,1,2021,134,1221,1.12,0,,-0.42105263157894735
Ladies Open Lausanne,2021-07-17,Outdoor,Clay,Semifinals,3,Zanevska M.,Zidansek T.,Zidansek T.,193,50,368,1520,3.4,1.33,5-7 3-6 ,0,2021,-143,-1152,-2.07,0,,0.1461538461538462
Ladies Open Lausanne,2021-07-17,Outdoor,Clay,Semifinals,3,Burel C.,Garcia C.,Burel C.,125,76,671,1070,2.0,1.8,5-7 6-2 6-2,1,2021,-49,-399,-0.19999999999999996,0,,0.036363636363636376
Budapest Open,2021-07-18,Outdoor,Clay,The Final,3,Kalinina A.,Putintseva Y.,Putintseva Y.,95,42,858,1640,1.61,2.3,4-6 0-6 ,0,2021,-53,-782,0.6899999999999997,0,,0.20000000000000007
Ladies Open Lausanne,2021-07-18,Outdoor,Clay,The Final,3,Zidansek T.,Burel C.,Zidansek T.,50,125,1520,671,1.61,2.3,4-6 7-6 6-1,1,2021,75,849,0.6899999999999997,0,,0.0
Prague Open,2021-07-18,Outdoor,Hard,The Final,3,Martincova T.,Krejcikova B.,Krejcikova B.,78,13,1057,3893,5.0,1.16,2-6 0-6 ,0,2021,-65,-2836,-3.84,-1,0.0,-0.0672268907563025
Internazionali Femminili di Palermo,2021-07-19,Outdoor,Clay,1st Round,3,Dulgheru A.,Dodin O.,Dodin O.,372,116,145,710,2.1,1.72,3-6 2-6 ,0,2021,-256,-565,-0.3800000000000001,0,,-0.3333333333333333
Internazionali Femminili di Palermo,2021-07-19,Outdoor,Clay,1st Round,3,Diatchenko V.,Grabher J.,Diatchenko V.,145,201,547,354,2.0,1.8,6-3 7-6 ,1,2021,56,193,-0.19999999999999996,0,,0.0
Internazionali Femminili di Palermo,2021-07-19,Outdoor,Clay,1st Round,3,Bassols Ribera M.,Teichmann J.,Teichmann J.,291,56,226,1440,3.75,1.28,6-3 4-6 1-6,0,2021,-235,-1214,-2.4699999999999998,0,,0.0
Internazionali Femminili di Palermo,2021-07-19,Outdoor,Clay,1st Round,3,Vikhlyantseva N.,Kung L.,Vikhlyantseva N.,175,157,423,499,1.36,3.2,6-3 6-2 ,1,2021,-18,-76,1.84,0,,0.06666666666666671
Internazionali Femminili di Palermo,2021-07-19,Outdoor,Clay,1st Round,3,Samsonova L.,Zheng Q.,Zheng Q.,55,169,1441,442,1.53,2.5,3-6 2-6 ,0,2021,114,999,0.97,0,,0.0
Internazionali Femminili di Palermo,2021-07-19,Outdoor,Clay,1st Round,3,Inglis M.,Gatto-Monticone G.,Inglis M.,138,184,582,397,2.1,1.72,6-2 6-3 ,1,2021,46,185,-0.3800000000000001,0,,-0.3333333333333333
Internazionali Femminili di Palermo,2021-07-19,Outdoor,Clay,1st Round,3,Cristian J.,Brancaccio N.,Cristian J.,153,452,509,107,1.61,2.3,2-6 6-3 6-4,1,2021,299,402,0.6899999999999997,0,,0.0
Internazionali Femminili di Palermo,2021-07-19,Outdoor,Clay,1st Round,3,Arruabarrena L.,Min G.,Min G.,178,181,409,402,1.57,2.37,3-6 4-6 ,0,2021,3,7,0.8,0,,0.4
Poland Open,2021-07-19,Outdoor,Clay,1st Round,3,Kozlova K.,Volynets K.,Kozlova K.,154,183,507,398,1.57,2.37,7-6 6-2 ,1,2021,29,109,0.8,0,,-0.2142857142857143
Poland Open,2021-07-19,Outdoor,Clay,1st Round,3,Blinkova A.,Schmiedlova A.,Schmiedlova A.,82,126,985,667,2.2,1.66,3-6 3-6 ,0,2021,44,318,-0.5400000000000003,0,,-0.016666666666666663
Poland Open,2021-07-19,Outdoor,Clay,1st Round,3,Bondar A.,Olyanovskaya V.,Bondar A.,229,678,312,48,1.1,7.12,7-5 6-3 ,1,2021,449,264,6.02,0,,0.0
Poland Open,2021-07-19,Outdoor,Clay,1st Round,3,Di Sarra F.,Bara I.,Bara I.,287,119,235,701,3.5,1.3,3-6 6-1 5-7,0,2021,-168,-466,-2.2,0,,0.0
Poland Open,2021-07-19,Outdoor,Clay,1st Round,3,Falkowska W.,Bondarenko K.,Falkowska W.,482,214,95,327,1.88,2.0,6-0 6-2 ,1,2021,-268,-232,0.1200000000000001,0,,0.0
Poland Open,2021-07-19,Outdoor,Clay,1st Round,3,Radwanska U.,Kucova K.,Kucova K.,218,150,323,536,3.0,1.4,2-6 1-6 ,0,2021,-68,-213,-1.6,0,,0.0
Poland Open,2021-07-20,Outdoor,Clay,1st Round,3,Gorgodze E.,Zakharova A.,Gorgodze E.,215,249,327,277,1.28,3.75,6-7 6-3 6-1,1,2021,34,50,2.4699999999999998,0,,0.0
Internazionali Femminili di Palermo,2021-07-20,Outdoor,Clay,1st Round,3,Minella M.,Ruse E.G.,Ruse E.G.,242,133,284,613,4.5,1.2,3-6 1-6 ,0,2021,-109,-329,-3.3,0,,-0.5
Internazionali Femminili di Palermo,2021-07-20,Outdoor,Clay,1st Round,3,Zavatska K.,Cabrera L.,Zavatska K.,144,146,552,547,1.2,4.5,6-2 6-3 ,1,2021,2,5,3.3,0,,0.0
Internazionali Femminili di Palermo,2021-07-20,Outdoor,Clay,1st Round,3,Tomova V.,Bronzetti L.,Bronzetti L.,109,241,770,285,2.75,1.44,4-6 1-6 ,0,2021,132,485,-1.31,0,,-0.2121212121212121
Poland Open,2021-07-20,Outdoor,Clay,1st Round,3,Baszak W.,Sasnovich A.,Sasnovich A.,1202,86,9,938,13.0,1.04,6-3 1-6 2-6,0,2021,-1116,-929,-11.96,0,,0.0
Internazionali Femminili di Palermo,2021-07-20,Outdoor,Clay,1st Round,3,Di Lorenzo F.,Savinykh V.,Di Lorenzo F.,161,196,487,361,1.44,2.75,7-5 6-3 ,1,2021,35,126,1.31,0,,0.0
Internazionali Femminili di Palermo,2021-07-20,Outdoor,Clay,1st Round,3,Zhang S.,Bucsa C.,Zhang S.,60,160,1353,491,1.8,2.0,7-5 6-3 ,1,2021,100,862,0.19999999999999996,0,,0.10294117647058826
Internazionali Femminili di Palermo,2021-07-20,Outdoor,Clay,1st Round,3,Gerlach K.,Collins D.,Collins D.,225,49,316,1529,6.5,1.11,5-7 3-6 ,0,2021,-176,-1213,-5.39,0,,0.0
Internazionali Femminili di Palermo,2021-07-20,Outdoor,Clay,1st Round,3,Sharma A.,Stefanini L.,Sharma A.,128,280,656,243,1.3,3.5,6-4 1-6 6-3,1,2021,152,413,2.2,0,,0.0
Poland Open,2021-07-20,Outdoor,Clay,1st Round,3,Tan H.,Anshba A.,Anshba A.,134,321,610,194,1.14,5.5,4-6 2-6 ,0,2021,187,416,4.36,0,,0.0
Poland Open,2021-07-20,Outdoor,Clay,1st Round,3,Lepchenko V.,Melnikova M.,Lepchenko V.,155,182,505,401,1.4,3.0,4-6 7-6 6-3,1,2021,27,104,1.6,0,,0.25
Poland Open,2021-07-20,Outdoor,Clay,1st Round,3,Mrdeza T.,Kawa K.,Kawa K.,220,143,323,557,1.5,2.62,3-6 6-1 2-6,0,2021,-77,-234,1.12,0,,0.0
Poland Open,2021-07-20,Outdoor,Clay,1st Round,3,Korpatsch T.,Govortsova O.,Korpatsch T.,137,124,588,672,2.2,1.66,1-6 7-5 7-5,1,2021,-13,-84,-0.5400000000000003,0,,0.2
Poland Open,2021-07-20,Outdoor,Clay,1st Round,3,Bonaventure Y.,Begu I.,Begu I.,127,71,661,1154,3.75,1.28,1-6 2-6 ,0,2021,-56,-493,-2.4699999999999998,0,,0.24999999999999994
Internazionali Femminili di Palermo,2021-07-20,Outdoor,Clay,1st Round,3,Rakhimova K.,Danilovic O.,Danilovic O.,132,164,613,464,2.0,1.8,6-3 2-6 2-6,0,2021,32,149,-0.19999999999999996,1,1.0,0.028571428571428525
Poland Open,2021-07-20,Outdoor,Clay,1st Round,3,Parrizas Diaz N.,Frech M.,Parrizas Diaz N.,117,142,710,561,1.8,2.0,6-3 2-6 6-4,1,2021,25,149,0.19999999999999996,0,,-0.0714285714285714
Internazionali Femminili di Palermo,2021-07-21,Outdoor,Clay,2nd Round,3,Diatchenko V.,Dodin O.,Dodin O.,145,116,547,710,2.75,1.44,6-7 4-6 ,0,2021,-29,-163,-1.31,0,,0.07142857142857145
Internazionali Femminili di Palermo,2021-07-21,Outdoor,Clay,2nd Round,3,Zheng Q.,Cristian J.,Cristian J.,169,153,442,509,1.2,4.5,1-6 4-6 ,0,2021,-16,-67,3.3,0,,0.5
Poland Open,2021-07-21,Outdoor,Clay,1st Round,3,Kuzmova V.,Gracheva V.,Kuzmova V.,156,89,504,928,2.75,1.44,6-4 6-7 7-5,1,2021,-67,-424,-1.31,0,,-0.2222222222222222
Poland Open,2021-07-21,Outdoor,Clay,1st Round,3,Loeb J.,Zanevska M.,Zanevska M.,231,193,305,368,6.49,1.14,2-6 0-6 ,0,2021,-38,-63,-5.3500000000000005,0,,0.0
Poland Open,2021-07-21,Outdoor,Clay,2nd Round,3,Bondar A.,Schmiedlova A.,Bondar A.,229,126,312,667,2.5,1.53,6-2 6-7 6-1,1,2021,-103,-355,-0.97,0,,0.5384615384615384
Poland Open,2021-07-21,Outdoor,Clay,2nd Round,3,Falkowska W.,Korpatsch T.,Korpatsch T.,482,137,95,588,2.2,1.66,5-7 1-6 ,0,2021,-345,-493,-0.5400000000000003,0,,0.6666666666666667
Internazionali Femminili di Palermo,2021-07-21,Outdoor,Clay,2nd Round,3,Bronzetti L.,Min G.,Bronzetti L.,241,181,285,402,1.44,2.75,6-3 6-1 ,1,2021,-60,-117,1.31,0,,0.4166666666666667
Internazionali Femminili di Palermo,2021-07-22,Outdoor,Clay,2nd Round,3,Zavatska K.,Danilovic O.,Danilovic O.,144,164,552,464,2.5,1.53,6-7 5-7 ,0,2021,20,88,-0.97,0,,-0.33333333333333337
Poland Open,2021-07-22,Outdoor,Clay,2nd Round,3,Gorgodze E.,Lepchenko V.,Gorgodze E.,215,155,327,505,2.5,1.53,7-6 6-2 ,1,2021,-60,-178,-0.97,0,,-0.15000000000000002
Poland Open,2021-07-22,Outdoor,Clay,2nd Round,3,Sasnovich A.,Kozlova K.,Kozlova K.,86,154,938,507,2.0,1.8,6-2 4-6 3-6,0,2021,68,431,-0.19999999999999996,0,,0.22499999999999998
Poland Open,2021-07-22,Outdoor,Clay,2nd Round,3,Parrizas Diaz N.,Anshba A.,Parrizas Diaz N.,117,321,710,194,1.14,5.5,6-4 6-2 ,1,2021,204,516,4.36,0,,-0.4
Poland Open,2021-07-22,Outdoor,Clay,2nd Round,3,Bara I.,Kucova K.,Kucova K.,119,150,701,536,1.8,2.0,6-3 5-7 4-6,0,2021,31,165,0.19999999999999996,0,,-0.29166666666666663
Poland Open,2021-07-22,Outdoor,Clay,2nd Round,3,Kuzmova V.,Zanevska M.,Zanevska M.,156,193,504,368,3.54,1.35,2-6 1-6 ,0,2021,37,136,-2.19,0,,-0.380952380952381
Internazionali Femminili di Palermo,2021-07-22,Outdoor,Clay,2nd Round,3,Di Lorenzo F.,Zhang S.,Zhang S.,161,60,487,1353,4.0,1.25,1-6 2-6 ,0,2021,-101,-866,-2.75,0,,-0.05555555555555558
Internazionali Femminili di Palermo,2021-07-22,Outdoor,Clay,2nd Round,3,Collins D.,Inglis M.,Collins D.,49,138,1529,582,1.11,6.5,6-4 6-1 ,1,2021,89,947,5.39,0,,0.2857142857142857
Internazionali Femminili di Palermo,2021-07-22,Outdoor,Clay,2nd Round,3,Sharma A.,Vikhlyantseva N.,Sharma A.,128,175,656,423,1.57,2.37,6-4 7-5 ,1,2021,47,233,0.8,0,,0.1428571428571429
Poland Open,2021-07-22,Outdoor,Clay,2nd Round,3,Kawa K.,Begu I.,Kawa K.,143,71,557,1154,5.0,1.16,6-2 6-4 ,1,2021,-72,-597,-3.84,0,,0.038461538461538436
Internazionali Femminili di Palermo,2021-07-23,Outdoor,Clay,Quarterfinals,3,Ruse E.G.,Bronzetti L.,Ruse E.G.,133,241,613,285,1.44,2.75,6-4 7-5 ,1,2021,108,328,1.31,0,,0.05714285714285705
Internazionali Femminili di Palermo,2021-07-23,Outdoor,Clay,Quarterfinals,3,Danilovic O.,Zhang S.,Zhang S.,164,60,464,1353,1.9,1.9,6-4 3-6 6-7,0,2021,-104,-889,0.0,0,,0.15037593984962405
Internazionali Femminili di Palermo,2021-07-23,Outdoor,Clay,Quarterfinals,3,Dodin O.,Cristian J.,Dodin O.,116,153,710,509,1.72,2.1,6-7 6-3 6-4,1,2021,37,201,0.3800000000000001,0,,-0.16666666666666663
Internazionali Femminili di Palermo,2021-07-23,Outdoor,Clay,Quarterfinals,3,Sharma A.,Collins D.,Collins D.,128,49,656,1529,3.5,1.3,1-6 4-6 ,0,2021,-79,-873,-2.2,0,,-0.13333333333333341
Poland Open,2021-07-23,Outdoor,Clay,Quarterfinals,3,Zanevska M.,Parrizas Diaz N.,Zanevska M.,193,117,368,710,1.61,2.3,6-3 6-2 ,1,2021,-76,-342,0.6899999999999997,0,,0.08333333333333337
Poland Open,2021-07-23,Outdoor,Clay,Quarterfinals,3,Gorgodze E.,Kucova K.,Kucova K.,215,150,327,536,2.37,1.57,7-6 6-7 6-7,0,2021,-65,-209,-0.8,0,,-0.35
Poland Open,2021-07-23,Outdoor,Clay,Quarterfinals,3,Korpatsch T.,Bondar A.,Korpatsch T.,137,229,588,312,2.1,1.72,7-5 6-3 ,1,2021,92,276,-0.3800000000000001,0,,-0.5714285714285714
Poland Open,2021-07-24,Outdoor,Clay,Semifinals,3,Kozlova K.,Zanevska M.,Zanevska M.,154,193,507,368,2.37,1.57,2-6 6-4 3-6,0,2021,39,139,-0.8,0,,-0.33333333333333337
Poland Open,2021-07-24,Outdoor,Clay,Semifinals,3,Kucova K.,Korpatsch T.,Kucova K.,150,137,536,588,2.1,1.72,6-0 6-3 ,1,2021,-13,-52,-0.3800000000000001,0,,0.30000000000000004
Poland Open,2021-07-24,Outdoor,Clay,Quarterfinals,3,Kawa K.,Kozlova K.,Kozlova K.,143,154,557,507,3.0,1.4,7-5 5-7 1-6,0,2021,11,50,-1.6,0,,0.2666666666666666
Internazionali Femminili di Palermo,2021-07-24,Outdoor,Clay,Semifinals,3,Ruse E.G.,Dodin O.,Ruse E.G.,133,116,613,710,1.36,3.2,6-7 7-6 6-1,1,2021,-17,-97,1.84,0,,0.3194444444444444
Internazionali Femminili di Palermo,2021-07-24,Outdoor,Clay,Semifinals,3,Zhang S.,Collins D.,Collins D.,60,49,1353,1529,3.4,1.33,4-6 3-6 ,0,2021,-11,-176,-2.07,0,,-0.3625
